Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Legacy ID,Event ID,Event Title,Event Email,Event URL,Event Address,Event Location Name,Event Contact Name,Event Start Date,Event End Date,Event Start Time,Start Time Mode,Event End Time,End Time Mode,Event Country,Event Country Abbreviation,Event Region,Event Region Abbreviation,Event State,Event State Abbreviation,Event City,Event City Abbreviation,Event Neighborhood,Event Neighborhood Abbreviation,Event Postal Code,Event Phone,Event Short Description,Event Long Description,Event Keywords,Updated Date,Event Renewal Date,Event Status,Event Level,Event Category 1,Event Category 2,Event Category 3,Event Category 4,Event Category 5
,,,,,,,,,,,,,,,13,13,2012 LQHBA Yearling Sale,,http://lqhba.com/index.php?page=sales-2,777 Coushatta Drive  Kinder,Coushatta Casino Resort Pavilion,, 08/03/2012, 08/04/2012,,PM,,AM,United States,USA,,,Louisiana,LA,Kinder,,,,70648,318-487-9506,,"2012 LQHBA Yearling Sale  August 3rd & 4th (Friday & Saturday)  Coushatta Casino Resort Pavilion - Kinder, LA",, 07/12/2012, 01/01/2014,active,diamond,Sales & Auctions,,,,
,,,,,,,,,,,,,,,14,14,Los Alamitos Sale,pcqhra@earthlink.net,http://www.losalamitosequinesale.com/,4961 Katella Ave,Los Alamitos Race Course,, 10/06/2012, 10/07/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,90720,(714) 820-2675,"The 2012 renewal of the Los Alamitos Equine Sale will be held on Saturday, October 6 and Sunday, October 7. Regarded as one of the nation’s top Quarter Horse sales venues.","Champion breeders Ed Allred and Vessels Stallion Farm will be joined by prominent Quarter Horse owners, breeders and Pacific Coast Quarter Horse Racing Association Board Members John Andreni and Dr. Steve Burns as partners for the 2012 renewal of the Los Alamitos Equine Sale that will be held on Saturday, October 6 and Sunday, October 7. Regarded as one of the nation’s top Quarter Horse sales, the Los Alamitos Equine Sale is managed by the PCQHRA and its catalog annually offers the sport’s premiere racing bloodlines. Consignment Form- http://www.losalamitosequinesale.com/pdfs/laescontract.pdfCredit Application- http://www.losalamitosequinesale.com/pdfs/check-request.pdf",Los Alimitos || Los Al || Equine Sale || PCQHRA || Quarter Horse Sale, 07/13/2012, 01/01/2014,active,diamond,Sales & Auctions,,,,
,,,,,,,,,,,,,,,15,15,Ruidoso Derby,,,26225 Us Hwy 70,Ruidoso Downs,, 06/08/2013, 06/08/2013,,PM,,AM,United States,USA,,,New Mexico,NM,Ruidoso,,,,88346,,G1 3yo 400yds,,Race || Race Track || Downs || Quarter Horse || Ruidoso Derby || Ruidoso || Derby || Llano Teller, 07/16/2012, 07/01/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,16,16,Ruidoso Futurity,,,26225 Us Hwy 70,Ruidoso Downs,, 06/08/2013, 06/08/2013,,PM,,AM,United States,USA,,,New Mexico,NM,Ruidoso,,,,88346,,G1 2yo 350yds,,Race || Race Track || Downs || Quarter Horse || Ruidoso Futurity || Ruidoso || Futurity, 07/16/2012, 07/02/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,17,17,Cherry Creek Futurity,,,26000 East Quincy Avenue,Arapahoe Park,, 06/16/2013, 06/16/2013,,PM,,AM,United States,USA,,,Colorado,CO,Aurora,,,,80016,,RG3 2yo 330yds,,Race || Race Track || Quarter Horse || Cherry Creek Futurity || Arapahoe Park, 07/25/2012, 07/03/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,18,18,Ed Burke Million Futurity,,,4961 Katella Avenue ,Los Alamitos Race Course,, 06/23/2013, 06/23/2013,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,90720,,First Leg of the Los Alamitos $1 Million BananzaGRADE 1 62th Running350 YDS. 124LBS NO SEX ALLOWANCE,"The Ed Burke Million Futurity is one of the most prestigious Grade 1 futurities contested in California. The race is open to all Quarter Horse foals, which are nominated as yearlings to the Ed Burke Million Futurity [Gr1]. The Ed Burke is now the first leg of the Million Dollar Bonus Series contested at Los Alamitos, which includes the Golden State and Los Alamitos Two Million Futurities.",Ed Burke || Ed Burke Million Futurity || futurity || Los Alamitos, 07/13/2012, 07/04/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,20,20,Oklahoma Horsemen\'s Association Futurity,,,4145 East 21St Street,Fair Meadows,, 06/29/2013, 06/29/2013,,PM,,AM,United States,USA,,,Oklahoma,OK,Tulsa,,,,,,RG2 2yo 350yds,,Race || Race Track || Downs || Quarter Horse || Oklahoma Horsemen\'s Association Futurity || Oklahoma || Futurity, 07/16/2012, 07/06/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,22,22,Fort Erie Championship Challenge,,,"230 Catherine Street, Fort Erie",Fort Erie Race Track,, 07/07/2013, 07/07/2013,,PM,,AM,Canada,CAN,,,Ontario,ON,Fort Erie,,,,ON L2A 5N9,(905) 871-3200,G3 3U 440yds,,Fort Erie Championship Challenge || Fort Erie Championship || Fort Erie || Race || Race Track || Downs || Quarter Horse, 07/16/2012, 07/08/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,23,23,Firecracker Futurity,,,2717 Delta Downs Dr.,Delta Downs,, 07/06/2013, 07/06/2013,,PM,,AM,United States,USA,,,Louisiana,LA,Vinton,,,,70668,,G2 2yo 350yds,,Race || Race Track || Downs || Quarter Horse || Firecracker || Firecracker Futurity || Futurity, 07/16/2012, 07/09/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,27,27,Futurity Garanones,,,,Hipodromo de las Americas,, 07/22/2012, 07/22/2012,,PM,,AM,Mexico,MX,,,,,,,,,,,RG3 2yo 300yds,,Hipodromo de las Americas || Futurity Garanones || Race || Race Track || Downs || Quarter Horse, 07/13/2012, 07/13/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,28,28,California Breeders\' Matron Stakes,,,4961 Katella Avenue ,Los Alamitos Race Course,, 07/28/2012, 07/28/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,90720,,RG3 3U 400yds,,Race || Los Alamitos || Los Al || Quarter Horse || California Breeders\' Matron Stakes || Matron Stakes, 07/14/2012, 07/14/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,29,29,Governor\'s Cup Derby,,,4961 Katella Avenue ,Los Alamitos Race Course,, 07/28/2012, 07/28/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,,,"33rd Running 400 Yards 124LBS. No Sex Allowance$250,000 EST. Purse / $100,00 Added","10% Of All Paid-In Monies for the Gov. Cup Futurity Are Set Aside for the Gov. Cup Derby.STALLION AWARD & CAL-BRED BREEDER AWARD (2,500 Each)",Governor\'s Cup || Derby || Race || Quarter Horse, 07/13/2012, 07/15/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,39,39,Los Alamitos Championship Challenge,,,4961 Katella Avenue ,Los Alamitos Race Course,, 08/19/2012, 08/19/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,90720,,G3 3U 440yds,,Race || Race Track || Downs || Quarter Horse || Los Alamitos Championship Challenge || Los Al || Los Alamitos || Championship Challenge, 07/16/2012, 07/25/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,42,42,Golden State Derby,,,4961 Katella Avenue ,Los Alamitos Race Course,, 08/26/2012, 08/26/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,90720,,G1 3yo 400yds,,Golden State Derby || derby || Race || Race Track || Downs || los alamitos || los al || Quarter Horse, 07/16/2012, 07/28/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,45,45,All American Futurity,,,26225 Us Hwy 70,Ruidoso Downs,, 09/03/2012, 09/03/2012,,PM,,AM,United States,USA,,,New Mexico,NM,Ruidoso,,,,88346,,"The Quarter Horse race that every owner, breeder, trainer and jockey wants to win is Ruidoso Downs’ signature event, the All American Futurity.","Run over 440 yards every Labor Day, the All American Futurity gained its lofty status through unique financial cooperation between the track and horsemen. Ruidoso Downs contributes “added money” to start the race’s purse, and then horse owners make payments to keep their young horses eligible. Many of these payments are made before the horse ever starts in a race. This system made the All American Futurity the world’s first $1-million race for any breed of horse and enabled the All American to become the first $2-million race in Quarter Horse racing. Now the All American Futurity has a purse of $2.4 million and is the richest race for a two-year-old of any breed in North America. Two races are considered the forerunners of the All American Futurity and both have their roots in Ruidoso. In 1946, a local watering hole called the Central Bar & Grill was having a marketing problem: How could the owners promote the casino located in the back room of the establishment at a time when casinos weren’t legal in New Mexico? The answer was to create a horse race and name it after the bar. The resulting Central Bar & Grill Futurity was an important race until the early 1950s when it disappeared, but it left a model for a successful event that continued as the Ruidoso Futurity (a different race than the current Ruidoso Futurity). That early version of the Ruidoso Futurity received widespread attention in 1955 when Go Man Go suffered his first defeat in the race. In 1953, Gene Hensley bought a majority share of Ruidoso Downs and began looking for new ways to promote the track. Offering the richest race in Quarter Horse racing would surely define Ruidoso Downs. Along with Carl Mercer — who had developed a successful futurity in Southern California — and Ruidoso musician and promoter Ray Reed, Hensley created the All American Futurity. When it was inaugurated in 1959 with a purse of $129,686, the All American Futurity was the richest race ever held in Quarter Horse racing. The winner was the filly Galobar, who gave owner Hugh Huntley and trainer Newt Keck the first of their three wins in the first five runnings of the race. Since then, many great performances have marked each decade of the All American Futurity. In 1969, Easy Jet captured the All American for breeder, owner and trainer Walter Merrick during a campaign in which the colt won 22 races in 26 starts and was named world champion. Easy Jet became the first All American winner to sire an All American winner when his daughter Easy Date won the race in 1974. In 1978, the All American Futurity became the world’s first million-dollar horse race. The race also launched the fortunes of trainer Jack Brooks and jockey Jacky Martin, who teamed up to win with Moon Lark. Since then, Brooks and Martin have become the trainer and jockey with the most All American victories. Another historic performance came in 1981 when Special Effort won the All American Futurity and became the first horse to capture the Triple Crown at Ruidoso Downs. Special Effort remains the only horse to sweep the three classic futurities held every summer at the track. Refrigerator’s All American Futurity win in 1990 came at the start of a legendary career in which the gelding won a record three consecutive runnings of the Champion of Champions at Los Alamitos Race Course and earned two world champion titles.",Race || Race Track || Downs || Quarter Horse || All American Futurity || All American || Futurity || Ochoa, 07/16/2012, 07/31/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,46,46,Prairie Meadows Derby Challenge,,,1 Prairie Meadows Dr.,Prairie Meadows,, 09/15/2012, 09/15/2012,,PM,,AM,United States,USA,,,Iowa,IA,Altoona,,,,,,G3 3yo 400yds,Prairie Meadows Derby ChallengePrairie Meadows Derby Derby,Race || Race Track || Downs || Quarter Horse, 07/16/2012, 08/01/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,48,48,Go Man Go Handicap,,,4961 Katella Avenue ,Los Alamitos Race Course,, 09/23/2012, 09/23/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,90720,,G1 3U 400yds,,Go Man Go Handicap || Go Man Go || Race || Race Track || Downs || Los Alamitos || Los Al || Quarter Horse, 07/16/2012, 08/03/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,49,49,Mildred N Vessels Memorial Handicap,,,4961 Katella Avenue ,Los Alamitos Race Course,, 09/30/2012, 09/30/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,90720,,G1 3U 400yds,,Race || Race Track || Downs || Quarter Horse || Mildred N Vessels Memorial Handicap || Mildred Vessels || Mildred Vessels Memorial || Los Alamitos || Los Al || Handicap, 07/16/2012, 08/04/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,54,54,Golden State Million Futurity,,,4961 Katella Avenue ,Los Alamitos Race Course,, 11/04/2012, 11/04/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,,,G1 2yo 400yds,,Race || Race Track || Downs || Quarter Horse || Golden State Million Futurity || Golden State Million || Los Alamitos || Los Al, 07/25/2012, 08/09/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,55,55,Champion Of Champions,,,4961 Katella Avenue ,Los Alamitos Race Course,, 12/15/2012, 12/15/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,90720,,One of the most prestigious Quarter Horse racing nights of the year is on tap as California Breeders Champions Night will bring a full evening of stakes races with one of the highlights being the G1 Champion of Champoins for 3U at 440yds.,"The running of California Breeders Champions Night will once again serve as a showcase event for the finest California-bred runners in training. Featuring combined purses of $1 million, the event is the product of joint cooperation between the Pacific Coast Quarter Horse Racing Association and track management at Los Alamitos Race Course.",Champion of Champions || Los Alamitos || Los Al || Race Track || Downs || Quarter Horse, 07/14/2012, 08/10/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,56,56,Los Alamitos Two Million Futurity,,,4961 Katella Avenue ,Los Alamitos Race Course,, 12/16/2012, 12/16/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,90720,,G1 2yo 400yds,,Race || Race Track || Downs || Quarter Horse || Los Alamitos Two Million Futurity || Two Million Futurity || Los Alamitos || Los Al, 07/16/2012, 08/11/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,58,58,Southern California Derby,,,4961 Katella Avenue ,Los Alamitos Race Course,, 12/23/2012, 12/23/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,90720,,G1 3yo 400yds,,Race || Race Track || Downs || Quarter Horse || Southern California Derby || So Cal Derby || Derby || Los Alamitos || Los Al, 07/16/2012, 08/13/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,59,59,Higheasterjet Handicap,,,26225 Us Hwy 70,Ruidoso Downs,, 07/07/2013, 07/07/2013,,PM,,AM,United States,USA,,,New Mexico,NM,Ruidoso,,,,,,350,3U,Races || Higheasterjet Handicap || Higheasterjet || Handicap, 07/13/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,61,61,First Down Dash Handicap,,http://www.losalamitos.com/admin/pdfs/stakesbook.pdf,4961 Katella Avenue ,Los Alamitos Race Course,, 12/22/2012, 12/22/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,90720,,400,3U,Races || Futurity || First Down Dash Handicap || First Down Dash, 07/13/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,64,64,Las Damas Handicap,,http://www.losalamitos.com/admin/pdfs/stakesbook.pdf,4961 Katella Avenue ,Los Alamitos Race Course,, 11/18/2012, 11/18/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,90720,,400,3U,Las Damas Handicap || Las Damas || Handicap || Los Alamitos, 07/13/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,65,65,Black Gold 330 Futurity,,,20900 South 4200 Road,Will Rogers Downs,, 11/10/2012, 11/10/2012,,PM,,AM,United States,USA,,,Oklahoma,OK,Claremore,,,,74019,,This is a 2YO Quarter Horse racing program for two year old foals by participating stallions since the program was founded.   ,,Races || Futurity || Black Gold 330 Futurity, 07/13/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,67,67,Los Alamitos Super Derby,,http://www.losalamitos.com/Admin/pdfs/NomBlanks/2013%20LosAl%20Super%20Derby.pdf,4961 Katella Avenue ,Los Alamitos Race Course,, 11/03/2012, 11/03/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,90720,,400,3yo,Races || Los Alamitos Super Derby || Super Derby || Los Alamitos, 07/14/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,68,68,Robert L Boniface Los Alamitos Invitational Championship,,http://www.losalamitos.com/admin/pdfs/stakesbook.pdf,4961 Katella Avenue ,Los Alamitos Race Course,, 10/28/2012, 10/28/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,90720,,"INVITATIONAL STAKES - For Quarter Horse Three Year Old and Upward 440Yards On The DirtPurse: $150,000",,Robert L Boniface Los Alamitos Invitational || Robert L Boniface || Los Alamitos Invitational || Los Alamitos || Races, 07/13/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,69,69,New Mexico Classic Derby,,,3901 West Millen Drive  ,Zia Park,, 10/28/2012, 10/28/2012,,PM,,AM,United States,USA,,,New Mexico,NM,Hobbs,,,,88240,,"The New Mexico Classic Derby features 3YO at 440 yards with a  $140,000 ADDED - ESTIMATED $200,000 purse.",,Races || New Mexico Classic Derby || New Mexico Classic || Derby || Zia Park || Zia, 07/13/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,70,70,New Mexico Classic Futurity,,,3901 West Millen Drive  ,Zia Park,, 10/28/2012, 10/28/2012,,PM,,AM,United States,USA,,,New Mexico,NM,Hobbs,,,,88240,,The New Mexico Classic Futurity features 2010 New Mexico Bred Foals at 400 yds.   ,2yo,New Mexico Classic Futurity || New Mexico || Classic Futurity || Races || Futurity || Zia, 07/13/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,71,71,Terrace Hill Stakes,,http://www.prairiemeadows.com/2012%20TB%20Horsemen%20Guide.pdf,1 Prairie Meadows Dr.,Prairie Meadows,, 10/26/2012, 10/26/2012,,PM,,AM,United States,USA,,,Iowa,IA,Altoona,,,,,,400,3U,Races || Futurity || Terrace Hill Stakes, 07/14/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,72,72,Altoona Derby,,http://www.prairiemeadows.com/2012%20TB%20Horsemen%20Guide.pdf,1 Prairie Meadows Dr.,Prairie Meadows,, 10/18/2012, 10/18/2012,,PM,,AM,United States,USA,,,Iowa,IA,Altoona,,,,50009-0901,,The Altoona Derby at Prairie Meadows features 3YO at 440yds.,3yo,Altoona Derby || Altoona || Derby || Races || Prairie Meadows, 07/25/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,73,73,Two Rivers Stakes,,http://www.prairiemeadows.com/2012%20TB%20Horsemen%20Guide.pdf,1 Prairie Meadows Dr.,Prairie Meadows,, 10/18/2012, 10/18/2012,,PM,,AM,United States,USA,,,Iowa,IA,Altoona,,,,,,440,3U,Races || Two Rivers Stakes || Two Rivers, 07/14/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,74,74,Valley Junction Futurity,,http://www.prairiemeadows.com/2012%20TB%20Horsemen%20Guide.pdf,1 Prairie Meadows Dr.,Prairie Meadows,, 10/18/2012, 10/18/2012,,PM,,AM,United States,USA,,,Iowa,IA,Altoona,,,,,,350,2yo,Races || Futurity || Prairie Meadows, 07/14/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
