Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Legacy ID,Event ID,Event Title,Event Email,Event URL,Event Address,Event Location Name,Event Contact Name,Event Start Date,Event End Date,Event Start Time,Start Time Mode,Event End Time,End Time Mode,Event Country,Event Country Abbreviation,Event Region,Event Region Abbreviation,Event State,Event State Abbreviation,Event City,Event City Abbreviation,Event Neighborhood,Event Neighborhood Abbreviation,Event Postal Code,Event Phone,Event Short Description,Event Long Description,Event Keywords,Updated Date,Event Renewal Date,Event Status,Event Level,Event Category 1,Event Category 2,Event Category 3,Event Category 4,Event Category 5
,,,,,,,,,,,,,,,12,12,Speedhorse Graham Paint & Appaloosa Futurity-G1,,,1 Remington Place,Remington Park,, 05/26/2012, 05/26/2012,,PM,,AM,United States,USA,,,Oklahoma,OK,Oklahoma City,,,,73111,,"$100,000 added for an estimated purse of $350,000",For two-year-old APHA/ApHC,, 07/12/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,13,13,2012 LQHBA Yearling Sale,,http://lqhba.com/index.php?page=sales-2,777 Coushatta Drive  Kinder,Coushatta Casino Resort Pavilion,, 08/03/2012, 08/04/2012,,PM,,AM,United States,USA,,,Louisiana,LA,Kinder,,,,70648,318-487-9506,,"2012 LQHBA Yearling Sale  August 3rd & 4th (Friday & Saturday)  Coushatta Casino Resort Pavilion - Kinder, LA",, 07/12/2012, 01/01/2014,active,diamond,Sales & Auctions,,,,
,,,,,,,,,,,,,,,14,14,Los Alamitos Sale,pcqhra@earthlink.net,http://www.losalamitosequinesale.com/,4961 Katella Ave,Los Alamitos Race Course,, 10/06/2012, 10/07/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,90720,(714) 820-2675,"The 2012 renewal of the Los Alamitos Equine Sale will be held on Saturday, October 6 and Sunday, October 7. Regarded as one of the nation’s top Quarter Horse sales venues.","Champion breeders Ed Allred and Vessels Stallion Farm will be joined by prominent Quarter Horse owners, breeders and Pacific Coast Quarter Horse Racing Association Board Members John Andreni and Dr. Steve Burns as partners for the 2012 renewal of the Los Alamitos Equine Sale that will be held on Saturday, October 6 and Sunday, October 7. Regarded as one of the nation’s top Quarter Horse sales, the Los Alamitos Equine Sale is managed by the PCQHRA and its catalog annually offers the sport’s premiere racing bloodlines. Consignment Form- http://www.losalamitosequinesale.com/pdfs/laescontract.pdfCredit Application- http://www.losalamitosequinesale.com/pdfs/check-request.pdf",Los Alimitos || Los Al || Equine Sale || PCQHRA || Quarter Horse Sale, 07/13/2012, 01/01/2014,active,diamond,Sales & Auctions,,,,
,,,,,,,,,,,,,,,15,15,Ruidoso Derby,,,26225 Us Hwy 70,Ruidoso Downs,, 06/09/2012, 06/09/2012,,PM,,AM,United States,USA,,,New Mexico,NM,Ruidoso,,,,,,G1 3yo 400yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/01/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,16,16,Ruidoso Futurity,,,26225 Us Hwy 70,Ruidoso Downs,, 06/09/2012, 06/09/2012,,PM,,AM,United States,USA,,,New Mexico,NM,Ruidoso,,,,,,G1 2yo 350yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/02/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,17,17,Cherry Creek Futurity,,,26000 East Quincy Avenue,Arapahoe Park,, 06/17/2012, 06/17/2012,,PM,,AM,United States,USA,,,Colorado,CO,Aurora,,,,,,RG3 2yo 330yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/03/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,18,18,Ed Burke Million Futurity,,,4961 Katella Avenue ,Los Alamitos Race Course,, 06/24/2012, 06/24/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,,,G1 2yo 350yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/04/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,19,19,Black Gold 330 Futurity,,,20900 South 4200 Road,Will Rogers Downs,, 06/30/2012, 06/30/2012,,PM,,AM,United States,USA,,,Oklahoma,OK,Tulsa,,,,,,RG3 2yo 330yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/05/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,20,20,Oklahoma Horsemen\'S Association Futurity,,,4145 East 21St Street,Fair Meadows,, 06/30/2012, 06/30/2012,,PM,,AM,United States,USA,,,Oklahoma,OK,Tulsa,,,,,,RG2 2yo 350yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/06/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,21,21,Higheasterjet Handicap,,,26225 Us Hwy 70,Ruidoso Downs,, 07/01/2012, 07/01/2012,,PM,,AM,United States,USA,,,New Mexico,NM,Ruidoso,,,,,,G3 3U 350yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/07/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,22,22,Fort Erie Championship Challenge,,,,Fort Erie,, 07/02/2012, 07/06/2012,,PM,,AM,Canada,CAN,,,Ontario,ON,Fort Erie,,,,,,G3 3U 440yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/08/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,23,23,Firecracker Futurity,,,2717 Delta Downs Dr.,Delta Downs,, 07/07/2012, 07/07/2012,,PM,,AM,United States,USA,,,Louisiana,LA,Vinton,,,,,,G2 2yo 350yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/09/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,24,24,Lee Berwick Memorial Louisiana Bred Futurity,,,2717 Delta Downs Dr.,Delta Downs,, 07/14/2012, 07/14/2012,,PM,,AM,United States,USA,,,Louisiana,LA,Vinton,,,,,,RG1 2yo 350yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/10/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,25,25,Rainbow Derby,,,26225 Us Hwy 70,Ruidoso Downs,, 07/21/2012, 07/21/2012,,PM,,AM,United States,USA,,,New Mexico,NM,Ruidoso,,,,,,G1 3yo 440yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/11/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,26,26,Rainbow Futurity,,,26225 Us Hwy 70,Ruidoso Downs,, 07/21/2012, 07/21/2012,,PM,,AM,United States,USA,,,New Mexico,NM,Ruidoso,,,,,,G1 2yo 400yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/12/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,27,27,Futurity Garanones,,,,Hipodromo de las Americas,, 07/22/2012, 07/22/2012,,PM,,AM,Mexico,MX,,,,,,,,,,,RG3 2yo 300yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/13/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,28,28,California Breeders\' Matron Stakes,,,4961 Katella Avenue ,Los Alamitos Race Course,, 07/28/2012, 07/28/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,,,RG3 3U 400yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/14/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,29,29,Governor\'S Cup Derby,,,4961 Katella Avenue ,Los Alamitos Race Course,, 07/28/2012, 07/28/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,,,RG2 3yo 400yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/15/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,30,30,Governor\'S Cup Futurity,,,4961 Katella Avenue ,Los Alamitos Race Course,, 07/28/2012, 07/28/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,,,RG2 2yo 350yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/16/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,31,31,Spencer Childers California Breeders\' Championship,,,4961 Katella Avenue ,Los Alamitos Race Course,, 07/28/2012, 07/28/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,,,RG1 3U 400yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/17/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,32,32,Zia Derby,,,26225 Us Hwy 70,Ruidoso Downs,, 07/29/2012, 07/29/2012,,PM,,AM,United States,USA,,,New Mexico,NM,Hobbs,,,,,,RG3 3yo 400yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/18/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,33,33,Zia Futurity,,,26225 Us Hwy 70,Ruidoso Downs,, 07/29/2012, 07/29/2012,,PM,,AM,United States,USA,,,New Mexico,NM,Hobbs,,,,,,RG1 2yo 400yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/19/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,34,34,Zia Handicap,,,26225 Us Hwy 70,Ruidoso Downs,, 07/29/2012, 07/29/2012,,PM,,AM,United States,USA,,,New Mexico,NM,Hobbs,,,,,,RG2 3U 400yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/20/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,35,35,Zia Park Championship,,,3901 West Millen Drive  ,Zia Park,, 07/29/2012, 07/29/2012,,PM,,AM,United States,USA,,,New Mexico,NM,Hobbs,,,,,,G1 3U 440yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/21/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,36,36,Speedhorse Gold And Silver Cup Derby,,,4145 East 21St Street,Fair Meadows,, 08/04/2012, 08/04/2012,,PM,,AM,United States,USA,,,Oklahoma,OK,Tulsa,,,,,,G3 3yo 350yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/22/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,37,37,Speedhorse Gold And Silver Cup Futurity,,,4145 East 21St Street,Fair Meadows,, 08/04/2012, 08/04/2012,,PM,,AM,United States,USA,,,Oklahoma,OK,Tulsa,,,,,,G2 2yo 350yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/23/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,38,38,Los Alamitos Distaff Challenge,,,4961 Katella Avenue ,Los Alamitos Race Course,, 08/18/2012, 08/18/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,,,G3 3U 400yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/24/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,39,39,Los Alamitos Championship Challenge,,,4961 Katella Avenue ,Los Alamitos Race Course,, 08/19/2012, 08/19/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,,,G3 3U 440yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/25/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,40,40,Mile High Futurity,,,26000 East Quincy Avenue,Arapahoe Park,, 08/19/2012, 08/19/2012,,PM,,AM,United States,USA,,,Colorado,CO,Aurora,,,,,,G3 2yo 400yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/26/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,41,41,Gillespie County Fair Futurity,,,2000 S State Highway 16,Gillespie Downs,, 08/26/2012, 08/26/2012,,PM,,AM,United States,USA,,,Texas,TX,Fredericksburg,,,,,,G3 2yo 350yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/27/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,42,42,Golden State Derby,,,4961 Katella Avenue ,Los Alamitos Race Course,, 08/26/2012, 08/26/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,,,G1 3yo 400yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/28/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,43,43,All American Derby,,,26225 Us Hwy 70,Ruidoso Downs,, 09/02/2012, 09/02/2012,,PM,,AM,United States,USA,,,New Mexico,NM,Ruidoso,,,,,,G1 3yo 440yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/29/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,44,44,All American Gold Cup,,,26225 Us Hwy 70,Ruidoso Downs,, 09/02/2012, 09/02/2012,,PM,,AM,United States,USA,,,New Mexico,NM,Ruidoso,,,,,,G3 3U 440yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/30/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,45,45,All American Futurity,,,26225 Us Hwy 70,Ruidoso Downs,, 09/03/2012, 09/03/2012,,PM,,AM,United States,USA,,,New Mexico,NM,Ruidoso,,,,,,G1 2yo 440yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 07/31/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,46,46,Prairie Meadows Derby Challenge,,,1 Prairie Meadows Dr.,Prairie Meadows,, 09/15/2012, 09/15/2012,,PM,,AM,United States,USA,,,Iowa,IA,Altoona,,,,,,G3 3yo 400yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 08/01/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,47,47,Prairie Meadows Distance Challenge,,,1 Prairie Meadows Dr.,Prairie Meadows,, 09/15/2012, 09/15/2012,,PM,,AM,United States,USA,,,Iowa,IA,Altoona,,,,,,G3 3U 870yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 08/02/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,48,48,Go Man Go Handicap,,,4961 Katella Avenue ,Los Alamitos Race Course,, 09/23/2012, 09/23/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,,,G1 3U 400yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 08/03/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,49,49,Mildred N Vessels Memorial Handicap,,,4961 Katella Avenue ,Los Alamitos Race Course,, 09/30/2012, 09/30/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,,,G1 3U 400yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 08/04/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,50,50,Pcqhra Breeders\' Derby,,,4961 Katella Avenue ,Los Alamitos Race Course,, 10/05/2012, 10/05/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,,,G3 3yo 400yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 08/05/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,51,51,Pcqhra Breeders\' Futurity,,,4961 Katella Avenue ,Los Alamitos Race Course,, 10/06/2012, 10/06/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,,,G2 2yo 350yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 08/06/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,52,52,Turf Paradise Championship Challenge,,,1501 West Bell Road,Turf Paradise,, 10/14/2012, 10/14/2012,,PM,,AM,United States,USA,,,Arizona,AZ,Phoenix,,,,,,G3 3U 440yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 08/07/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,53,53,Los Alamitos Super Derby,,,4961 Katella Avenue ,Los Alamitos Race Course,, 11/03/2012, 11/03/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,,,G1 3yo 400yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 08/08/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,54,54,Golden State Million Futurity,,,4961 Katella Avenue ,Los Alamitos Race Course,, 11/04/2012, 11/04/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,,,G1 2yo 400yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 08/09/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,55,55,Champion Of Champions,,,4961 Katella Avenue ,Los Alamitos Race Course,, 12/15/2012, 12/15/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,,,G1 3U 440yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 08/10/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,56,56,Los Alamitos Two Million Futurity,,,4961 Katella Avenue ,Los Alamitos Race Course,, 12/16/2012, 12/16/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,,,G1 2yo 400yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 08/11/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,57,57,First Down Dash Handicap,,,4961 Katella Avenue ,Los Alamitos Race Course,, 12/22/2012, 12/22/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,,,G3 3U 400yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 08/12/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,58,58,Southern California Derby,,,4961 Katella Avenue ,Los Alamitos Race Course,, 12/23/2012, 12/23/2012,,PM,,AM,United States,USA,,,California,CA,Los Alamitos,,,,,,G1 3yo 400yds,,Race || Race Track || Downs || Quarter Horse, 07/09/2012, 08/13/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,59,59,Higheasterjet Handicap,,,26225 Us Hwy 70,Ruidoso Downs,, 07/06/2102, 07/06/2102,,PM,,AM,United States,USA,,,New Mexico,NM,Ruidoso,,,,,,350,3U,Races || Futurity, 07/09/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
