Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Legacy ID,Event ID,Event Title,Event Email,Event URL,Event Address,Event Location Name,Event Contact Name,Event Start Date,Event End Date,Event Start Time,Start Time Mode,Event End Time,End Time Mode,Event Country,Event Country Abbreviation,Event Region,Event Region Abbreviation,Event State,Event State Abbreviation,Event City,Event City Abbreviation,Event Neighborhood,Event Neighborhood Abbreviation,Event Postal Code,Event Phone,Event Short Description,Event Long Description,Event Keywords,Updated Date,Event Renewal Date,Event Status,Event Level,Event Category 1,Event Category 2,Event Category 3,Event Category 4,Event Category 5
,,,,,,,,,,,,,,,,12,Speedhorse Graham Paint & Appaloosa Futurity-G1,,,1 Remington Place,Remington Park,, 05/26/2012, 05/26/2012,,PM,,PM,United States,USA,,,Oklahoma,OK,Oklahoma City,,,,73111,,"$100,000 added for an estimated purse of $350,000",For two-year-old APHA/ApHC,, 05/11/2012, 07/11/2012,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,13,2012 LQHBA Yearling Sale,,,777 Coushatta Drive  Kinder,Coushatta Casino Resort Pavilion,, 08/03/2012, 08/04/2012,,PM,,PM,United States,USA,,,Louisiana,LA,Kinder,,,,70648,,,"2012 LQHBA Yearling SaleFriday & Saturday  -  August 3rd & 4thCoushatta Casino Resort Pavilion - Kinder, LA",, 05/14/2012, 07/11/2012,active,diamond,Sales & Auctions,,,,
,,,,,,,,,,,,,,,,14,Los Alamitos Sale,,http://www.pcqhra.org/sale.asp,4961 Katella Ave,Los Alamitos Race Course,, 10/06/2012, 10/07/2012,,PM,,PM,United States,USA,,,California,CA,Los Alamitos,,,,90720,(714) 820-2675,,,, 05/14/2012, 07/11/2012,active,diamond,Sales & Auctions,,,,
,,,,,,,,,,,,,,,,15,RUIDOSO DERBY,,,,Ruidoso Downs,, 06/09/2012, 06/09/2012,,PM,,PM,United States,USA,,,New Mexico,NM,Ruidoso,,,,,,G1 3yo 400yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/01/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,16,RUIDOSO FUTURITY,,,,Ruidoso Downs,, 06/09/2012, 06/09/2012,,PM,,PM,United States,USA,,,New Mexico,NM,Ruidoso,,,,,,G1 2yo 350yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/02/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,17,CHERRY CREEK FUTURITY,,,,Arapahoe Park,, 06/17/2012, 06/17/2012,,PM,,PM,United States,USA,,,Colorado,CO,Aurora,,,,,,RG3 2yo 330yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/03/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,18,ED BURKE MILLION FUTURITY,,,,Los Alamitos Race Course,, 06/24/2012, 06/24/2012,,PM,,PM,United States,USA,,,California,CA,Los Alamitos,,,,,,G1 2yo 350yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/04/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,19,BLACK GOLD 330 FUTURITY,,,,Will Rogers Downs,, 06/30/2012, 06/30/2012,,PM,,PM,United States,USA,,,Oklahoma,OK,Tulsa,,,,,,RG3 2yo 330yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/05/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,20,OKLAHOMA HORSEMEN\'S ASSOCIATION FUTURITY,,,,Fair Meadows,, 06/30/2012, 06/30/2012,,PM,,PM,United States,USA,,,Oklahoma,OK,Tulsa,,,,,,RG2 2yo 350yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/06/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,21,HIGHEASTERJET HANDICAP,,,,Ruidoso Downs,, 07/01/2012, 07/01/2012,,PM,,PM,United States,USA,,,New Mexico,NM,Ruidoso,,,,,,G3 3U 350yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/07/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,22,FORT ERIE CHAMPIONSHIP CHALLENGE,,,,Fort Erie,, 07/02/2012, 07/06/2012,,PM,,PM,Canada,CAN,,,Ontario,ON,Fort Erie,,,,,,G3 3U 440yds,,Race || Race Track || Downs || Quarter Horse, 07/05/2012, 07/08/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,23,FIRECRACKER FUTURITY,,,,Delta Downs,, 07/07/2012, 07/07/2012,,PM,,PM,United States,USA,,,Louisiana,LA,Vinton,,,,,,G2 2yo 350yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/09/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,24,LEE BERWICK MEMORIAL LOUISIANA BRED FUTURITY,,,,Delta Downs,, 07/14/2012, 07/14/2012,,PM,,PM,United States,USA,,,Louisiana,LA,Vinton,,,,,,RG1 2yo 350yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/10/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,25,RAINBOW DERBY,,,,Ruidoso Downs,, 07/21/2012, 07/21/2012,,PM,,PM,United States,USA,,,New Mexico,NM,Ruidoso,,,,,,G1 3yo 440yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/11/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,26,RAINBOW FUTURITY,,,,Ruidoso Downs,, 07/21/2012, 07/21/2012,,PM,,PM,United States,USA,,,New Mexico,NM,Ruidoso,,,,,,G1 2yo 400yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/12/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,27,FUTURITY GARANONES,,,,Hipodromo de las Americas,, 07/22/2012, 07/22/2012,,PM,,PM,Mexico,MX,,,,,,,,,,,RG3 2yo 300yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/13/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,28,CALIFORNIA BREEDERS\' MATRON STAKES,,,,Los Alamitos Race Course,, 07/28/2012, 07/28/2012,,PM,,PM,United States,USA,,,California,CA,Los Alamitos,,,,,,RG3 3U 400yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/14/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,29,GOVERNOR\'S CUP DERBY,,,,Los Alamitos Race Course,, 07/28/2012, 07/28/2012,,PM,,PM,United States,USA,,,California,CA,Los Alamitos,,,,,,RG2 3yo 400yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/15/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,30,GOVERNOR\'S CUP FUTURITY,,,,Los Alamitos Race Course,, 07/28/2012, 07/28/2012,,PM,,PM,United States,USA,,,California,CA,Los Alamitos,,,,,,RG2 2yo 350yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/16/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,31,SPENCER CHILDERS CALIFORNIA BREEDERS\' CHAMPIONSHIP,,,,Los Alamitos Race Course,, 07/28/2012, 07/28/2012,,PM,,PM,United States,USA,,,California,CA,Los Alamitos,,,,,,RG1 3U 400yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/17/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,32,ZIA DERBY,,,,Ruidoso Downs,, 07/29/2012, 07/29/2012,,PM,,PM,United States,USA,,,New Mexico,NM,Hobbs,,,,,,RG3 3yo 400yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/18/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,33,ZIA FUTURITY,,,,Ruidoso Downs,, 07/29/2012, 07/29/2012,,PM,,PM,United States,USA,,,New Mexico,NM,Hobbs,,,,,,RG1 2yo 400yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/19/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,34,ZIA HANDICAP,,,,Ruidoso Downs,, 07/29/2012, 07/29/2012,,PM,,PM,United States,USA,,,New Mexico,NM,Hobbs,,,,,,RG2 3U 400yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/20/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,35,ZIA PARK CHAMPIONSHIP,,,,Zia Park,, 07/29/2012, 07/29/2012,,PM,,PM,United States,USA,,,New Mexico,NM,Hobbs,,,,,,G1 3U 440yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/21/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,36,SPEEDHORSE GOLD AND SILVER CUP DERBY,,,,Fair Meadows,, 08/04/2012, 08/04/2012,,PM,,PM,United States,USA,,,Oklahoma,OK,Tulsa,,,,,,G3 3yo 350yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/22/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,37,SPEEDHORSE GOLD AND SILVER CUP FUTURITY,,,,Fair Meadows,, 08/04/2012, 08/04/2012,,PM,,PM,United States,USA,,,Oklahoma,OK,Tulsa,,,,,,G2 2yo 350yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/23/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,38,LOS ALAMITOS DISTAFF CHALLENGE,,,,Los Alamitos Race Course,, 08/18/2012, 08/18/2012,,PM,,PM,United States,USA,,,California,CA,Los Alamitos,,,,,,G3 3U 400yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/24/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,39,LOS ALAMITOS CHAMPIONSHIP CHALLENGE,,,,Los Alamitos Race Course,, 08/19/2012, 08/19/2012,,PM,,PM,United States,USA,,,California,CA,Los Alamitos,,,,,,G3 3U 440yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/25/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,40,MILE HIGH FUTURITY,,,,Arapahoe Park,, 08/19/2012, 08/19/2012,,PM,,PM,United States,USA,,,Colorado,CO,Aurora,,,,,,G3 2yo 400yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/26/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,41,GILLESPIE COUNTY FAIR FUTURITY,,,,Gillespie Downs,, 08/26/2012, 08/26/2012,,PM,,PM,United States,USA,,,Texas,TX,Fredericksburg,,,,,,G3 2yo 350yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/27/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,42,GOLDEN STATE DERBY,,,,Los Alamitos Race Course,, 08/26/2012, 08/26/2012,,PM,,PM,United States,USA,,,California,CA,Los Alamitos,,,,,,G1 3yo 400yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/28/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,43,ALL AMERICAN DERBY,,,,Ruidoso Downs,, 09/02/2012, 09/02/2012,,PM,,PM,United States,USA,,,New Mexico,NM,Ruidoso,,,,,,G1 3yo 440yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/29/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,44,ALL AMERICAN GOLD CUP,,,,Ruidoso Downs,, 09/02/2012, 09/02/2012,,PM,,PM,United States,USA,,,New Mexico,NM,Ruidoso,,,,,,G3 3U 440yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/30/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,45,ALL AMERICAN FUTURITY,,,,Ruidoso Downs,, 09/03/2012, 09/03/2012,,PM,,PM,United States,USA,,,New Mexico,NM,Ruidoso,,,,,,G1 2yo 440yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 07/31/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,46,PRAIRIE MEADOWS DERBY CHALLENGE,,,,Prairie Meadows,, 09/15/2012, 09/15/2012,,PM,,PM,United States,USA,,,Iowa,IA,Altoona,,,,,,G3 3yo 400yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 08/01/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,47,PRAIRIE MEADOWS DISTANCE CHALLENGE,,,,Prairie Meadows,, 09/15/2012, 09/15/2012,,PM,,PM,United States,USA,,,Iowa,IA,Altoona,,,,,,G3 3U 870yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 08/02/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,48,GO MAN GO HANDICAP,,,,Los Alamitos Race Course,, 09/23/2012, 09/23/2012,,PM,,PM,United States,USA,,,California,CA,Los Alamitos,,,,,,G1 3U 400yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 08/03/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,49,MILDRED N VESSELS MEMORIAL HANDICAP,,,,Los Alamitos Race Course,, 09/30/2012, 09/30/2012,,PM,,PM,United States,USA,,,California,CA,Los Alamitos,,,,,,G1 3U 400yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 08/04/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,50,PCQHRA BREEDERS\' DERBY,,,,Los Alamitos Race Course,, 10/05/2012, 10/05/2012,,PM,,PM,United States,USA,,,California,CA,Los Alamitos,,,,,,G3 3yo 400yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 08/05/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,51,PCQHRA BREEDERS\' FUTURITY,,,,Los Alamitos Race Course,, 10/06/2012, 10/06/2012,,PM,,PM,United States,USA,,,California,CA,Los Alamitos,,,,,,G2 2yo 350yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 08/06/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,52,TURF PARADISE CHAMPIONSHIP CHALLENGE,,,,Turf Paradise,, 10/14/2012, 10/14/2012,,PM,,PM,United States,USA,,,Arizona,AZ,Phoenix,,,,,,G3 3U 440yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 08/07/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,53,LOS ALAMITOS SUPER DERBY,,,,Los Alamitos Race Course,, 11/03/2012, 11/03/2012,,PM,,PM,United States,USA,,,California,CA,Los Alamitos,,,,,,G1 3yo 400yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 08/08/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,54,GOLDEN STATE MILLION FUTURITY,,,,Los Alamitos Race Course,, 11/04/2012, 11/04/2012,,PM,,PM,United States,USA,,,California,CA,Los Alamitos,,,,,,G1 2yo 400yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 08/09/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,55,CHAMPION OF CHAMPIONS,,,,Los Alamitos Race Course,, 12/15/2012, 12/15/2012,,PM,,PM,United States,USA,,,California,CA,Los Alamitos,,,,,,G1 3U 440yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 08/10/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,56,LOS ALAMITOS TWO MILLION FUTURITY,,,,Los Alamitos Race Course,, 12/16/2012, 12/16/2012,,PM,,PM,United States,USA,,,California,CA,Los Alamitos,,,,,,G1 2yo 400yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 08/11/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,57,FIRST DOWN DASH HANDICAP,,,,Los Alamitos Race Course,, 12/22/2012, 12/22/2012,,PM,,PM,United States,USA,,,California,CA,Los Alamitos,,,,,,G3 3U 400yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 08/12/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,58,SOUTHERN CALIFORNIA DERBY,,,,Los Alamitos Race Course,, 12/23/2012, 12/23/2012,,PM,,PM,United States,USA,,,California,CA,Los Alamitos,,,,,,G1 3yo 400yds,,Race || Race Track || Downs || Quarter Horse, 06/16/2012, 08/13/2013,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,59,Higheasterjet Handicap,,,,Ruidoso Downs,, 07/06/2102, 07/06/2102,,PM,,PM,United States,USA,,,,,,,,,,,350,3U,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,60,Southern California Derby,,http://www.losalamitos.com/Admin/pdfs/NomBlanks/2012%20SoCalDerby%20Nom.pdf,,Los Alamitos Race Course,, 12/23/2012, 12/23/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,3yo,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,61,First Down Dash Handicap,,http://www.losalamitos.com/admin/pdfs/stakesbook.pdf,,Los Alamitos Race Course,, 12/22/2012, 12/22/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,3U,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,62,Los Alamitos Two Million Futurity,,http://www.losalamitos.com/Admin/pdfs/NomBlanks/2013%20LAM%204pgr%20lo-res.pdf,,Los Alamitos Race Course,, 12/16/2012, 12/16/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,2yo,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,63,Champion Of Champions,,http://www.losalamitos.com/Admin/pdfs/ElgLists/CC12ST.pdf,,Los Alamitos Race Course,, 12/15/2012, 12/15/2012,,PM,,PM,United States,USA,,,,,,,,,,,440,3U,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,64,Las Damas Handicap,,http://www.losalamitos.com/admin/pdfs/stakesbook.pdf,,Los Alamitos Race Course,, 11/18/2012, 11/18/2012,,PM,,PM,United States,USA,,,,,,,,,,,400,3U,Races || Futurity , 07/03/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
,,,,,,,,,,,,,,,,65,Black Gold 330 Futurity,,,,Will Rogers Downs,, 11/10/2012, 11/10/2012,,PM,,PM,United States,USA,,,,,,,,,,,330,2yo,Races || Futurity, 07/05/2012, 01/01/2014,active,diamond,Quarter Horse Races,,,,
